ccaa;ccaa_2;nacionalidad;anio;edad_media;ind_fecundidad
18 Ceuta;Ceuta;espanola;1995;;
18 Ceuta;Ceuta;espanola;1994;;
18 Ceuta;Ceuta;espanola;1993;;
18 Ceuta;Ceuta;espanola;1992;;
18 Ceuta;Ceuta;espanola;1991;;
18 Ceuta;Ceuta;espanola;1990;;
18 Ceuta;Ceuta;espanola;1989;;
18 Ceuta;Ceuta;espanola;1988;;
18 Ceuta;Ceuta;espanola;1987;;
18 Ceuta;Ceuta;espanola;1986;;
18 Ceuta;Ceuta;espanola;1985;;
18 Ceuta;Ceuta;espanola;1984;;
18 Ceuta;Ceuta;espanola;1983;;
18 Ceuta;Ceuta;espanola;1982;;
18 Ceuta;Ceuta;espanola;1981;;
18 Ceuta;Ceuta;espanola;1980;;
18 Ceuta;Ceuta;espanola;1979;;
18 Ceuta;Ceuta;espanola;1978;;
18 Ceuta;Ceuta;espanola;1977;;
18 Ceuta;Ceuta;espanola;1976;;
18 Ceuta;Ceuta;espanola;1975;;
18 Ceuta;Ceuta;extranjera;2020;28.63;5.09
18 Ceuta;Ceuta;extranjera;2019;27.46;4.63
18 Ceuta;Ceuta;extranjera;2018;29.48;4.86
18 Ceuta;Ceuta;extranjera;2017;28.86;4.86
18 Ceuta;Ceuta;extranjera;2016;28.2;4.51
18 Ceuta;Ceuta;extranjera;2015;28.66;4.4
18 Ceuta;Ceuta;extranjera;2014;28.92;4.44
18 Ceuta;Ceuta;extranjera;2013;27.38;4.22
18 Ceuta;Ceuta;extranjera;2012;27.99;3.32
18 Ceuta;Ceuta;extranjera;2011;28.06;3.95
18 Ceuta;Ceuta;extranjera;2010;26.99;5.34
18 Ceuta;Ceuta;extranjera;2009;27.2;5.62
18 Ceuta;Ceuta;extranjera;2008;26.39;6.69
18 Ceuta;Ceuta;extranjera;2007;28.01;4.69
18 Ceuta;Ceuta;extranjera;2006;26.63;4.35
18 Ceuta;Ceuta;extranjera;2005;27.37;4.25
18 Ceuta;Ceuta;extranjera;2004;28.89;4.32
18 Ceuta;Ceuta;extranjera;2003;28.86;3.26
18 Ceuta;Ceuta;extranjera;2002;28.75;3.52
18 Ceuta;Ceuta;extranjera;2001;;
18 Ceuta;Ceuta;extranjera;2000;;
18 Ceuta;Ceuta;extranjera;1999;;
18 Ceuta;Ceuta;extranjera;1998;;
18 Ceuta;Ceuta;extranjera;1997;;
18 Ceuta;Ceuta;extranjera;1996;;
18 Ceuta;Ceuta;extranjera;1995;;
18 Ceuta;Ceuta;extranjera;1994;;
18 Ceuta;Ceuta;extranjera;1993;;
18 Ceuta;Ceuta;extranjera;1992;;
18 Ceuta;Ceuta;extranjera;1991;;
18 Ceuta;Ceuta;extranjera;1990;;
18 Ceuta;Ceuta;extranjera;1989;;
18 Ceuta;Ceuta;extranjera;1988;;
18 Ceuta;Ceuta;extranjera;1987;;
18 Ceuta;Ceuta;extranjera;1986;;
18 Ceuta;Ceuta;extranjera;1985;;
18 Ceuta;Ceuta;extranjera;1984;;
18 Ceuta;Ceuta;extranjera;1983;;
18 Ceuta;Ceuta;extranjera;1982;;
18 Ceuta;Ceuta;extranjera;1981;;
18 Ceuta;Ceuta;extranjera;1980;;
18 Ceuta;Ceuta;extranjera;1979;;
18 Ceuta;Ceuta;extranjera;1978;;
18 Ceuta;Ceuta;extranjera;1977;;
18 Ceuta;Ceuta;extranjera;1976;;
18 Ceuta;Ceuta;extranjera;1975;;
19 Melilla;Melilla;ambas;2020;31.5;1.67
19 Melilla;Melilla;ambas;2019;30.85;2.17
19 Melilla;Melilla;ambas;2018;30.62;2.33
19 Melilla;Melilla;ambas;2017;30.56;2.31
19 Melilla;Melilla;ambas;2016;30.13;2.47
19 Melilla;Melilla;ambas;2015;29.63;2.52
19 Melilla;Melilla;ambas;2014;29.93;2.69
19 Melilla;Melilla;ambas;2013;29.63;2.49
19 Melilla;Melilla;ambas;2012;29.54;2.53
19 Melilla;Melilla;ambas;2011;29.55;2.49
19 Melilla;Melilla;ambas;2010;29.8;2.36
19 Melilla;Melilla;ambas;2009;29.65;2.26
19 Melilla;Melilla;ambas;2008;29.44;2.27
19 Melilla;Melilla;ambas;2007;29.85;2.04
19 Melilla;Melilla;ambas;2006;29.83;2.12
19 Melilla;Melilla;ambas;2005;29.72;1.93
19 Melilla;Melilla;ambas;2004;29.54;1.93
19 Melilla;Melilla;ambas;2003;29.92;2.1
19 Melilla;Melilla;ambas;2002;29.84;1.92
19 Melilla;Melilla;ambas;2001;29.43;2.03
19 Melilla;Melilla;ambas;2000;29.49;2.01
19 Melilla;Melilla;ambas;1999;29.49;1.91
19 Melilla;Melilla;ambas;1998;29.43;1.95
19 Melilla;Melilla;ambas;1997;29.44;1.96
19 Melilla;Melilla;ambas;1996;29.13;1.95
19 Melilla;Melilla;ambas;1995;28.69;2.07
19 Melilla;Melilla;ambas;1994;28.65;2.07
19 Melilla;Melilla;ambas;1993;28.73;2.27
19 Melilla;Melilla;ambas;1992;28.18;2.34
19 Melilla;Melilla;ambas;1991;28.66;2.1
19 Melilla;Melilla;ambas;1990;28.27;2.13
19 Melilla;Melilla;ambas;1989;27.98;2.1
19 Melilla;Melilla;ambas;1988;28.07;2.24
19 Melilla;Melilla;ambas;1987;28.53;2.11
19 Melilla;Melilla;ambas;1986;27.83;2.16
19 Melilla;Melilla;ambas;1985;28.16;2.23
19 Melilla;Melilla;ambas;1984;27.97;2.17
19 Melilla;Melilla;ambas;1983;28.01;2.29
19 Melilla;Melilla;ambas;1982;28.29;2.32
19 Melilla;Melilla;ambas;1981;27.58;2.14
19 Melilla;Melilla;ambas;1980;27.53;2.28
19 Melilla;Melilla;ambas;1979;27.59;2.09
19 Melilla;Melilla;ambas;1978;27.93;2.16
19 Melilla;Melilla;ambas;1977;28.04;2.24
19 Melilla;Melilla;ambas;1976;28.07;2.23
19 Melilla;Melilla;ambas;1975;28.18;1.94
19 Melilla;Melilla;espanola;2020;31.74;1.32
19 Melilla;Melilla;espanola;2019;31.08;1.5
19 Melilla;Melilla;espanola;2018;31.06;1.65
19 Melilla;Melilla;espanola;2017;31;1.52
19 Melilla;Melilla;espanola;2016;30.74;1.68
19 Melilla;Melilla;espanola;2015;30.15;1.7
19 Melilla;Melilla;espanola;2014;30.95;1.89
19 Melilla;Melilla;espanola;2013;30.16;1.82
19 Melilla;Melilla;espanola;2012;30.48;1.75
19 Melilla;Melilla;espanola;2011;30.42;1.79
19 Melilla;Melilla;espanola;2010;30.52;1.75
19 Melilla;Melilla;espanola;2009;30.33;1.7
19 Melilla;Melilla;espanola;2008;30.19;1.71
19 Melilla;Melilla;espanola;2007;30.36;1.53
19 Melilla;Melilla;espanola;2006;30.53;1.57
19 Melilla;Melilla;espanola;2005;30.29;1.47
19 Melilla;Melilla;espanola;2004;30.01;1.51
19 Melilla;Melilla;espanola;2003;30.41;1.57
19 Melilla;Melilla;espanola;2002;30.41;1.53
19 Melilla;Melilla;espanola;2001;;
19 Melilla;Melilla;espanola;2000;;
19 Melilla;Melilla;espanola;1999;;
19 Melilla;Melilla;espanola;1998;;
19 Melilla;Melilla;espanola;1997;;
19 Melilla;Melilla;espanola;1996;;
19 Melilla;Melilla;espanola;1995;;
19 Melilla;Melilla;espanola;1994;;
19 Melilla;Melilla;espanola;1993;;
19 Melilla;Melilla;espanola;1992;;
19 Melilla;Melilla;espanola;1991;;
19 Melilla;Melilla;espanola;1990;;
19 Melilla;Melilla;espanola;1989;;
19 Melilla;Melilla;espanola;1988;;
19 Melilla;Melilla;espanola;1987;;
19 Melilla;Melilla;espanola;1986;;
19 Melilla;Melilla;espanola;1985;;
19 Melilla;Melilla;espanola;1984;;
19 Melilla;Melilla;espanola;1983;;
19 Melilla;Melilla;espanola;1982;;
19 Melilla;Melilla;espanola;1981;;
19 Melilla;Melilla;espanola;1980;;
19 Melilla;Melilla;espanola;1979;;
19 Melilla;Melilla;espanola;1978;;
19 Melilla;Melilla;espanola;1977;;
19 Melilla;Melilla;espanola;1976;;
19 Melilla;Melilla;espanola;1975;;
19 Melilla;Melilla;extranjera;2020;29.67;3.83
19 Melilla;Melilla;extranjera;2019;29.05;6.12
19 Melilla;Melilla;extranjera;2018;28.47;6.47
19 Melilla;Melilla;extranjera;2017;28.54;6.77
19 Melilla;Melilla;extranjera;2016;28;6.85
19 Melilla;Melilla;extranjera;2015;27.69;6.98
19 Melilla;Melilla;extranjera;2014;27.44;7
19 Melilla;Melilla;extranjera;2013;27.77;5.96
19 Melilla;Melilla;extranjera;2012;27.37;6.35
19 Melilla;Melilla;extranjera;2011;27.42;6.14
19 Melilla;Melilla;extranjera;2010;27.6;5.95
19 Melilla;Melilla;extranjera;2009;27.56;5.81
19 Melilla;Melilla;extranjera;2008;27.29;5.98
19 Melilla;Melilla;extranjera;2007;28.21;5.45
19 Melilla;Melilla;extranjera;2006;28.01;6.32
19 Melilla;Melilla;extranjera;2005;28.05;5.96
19 Melilla;Melilla;extranjera;2004;28.27;5.74
19 Melilla;Melilla;extranjera;2003;28.81;5.92
19 Melilla;Melilla;extranjera;2002;28.36;4.37
19 Melilla;Melilla;extranjera;2001;;
19 Melilla;Melilla;extranjera;2000;;
19 Melilla;Melilla;extranjera;1999;;
19 Melilla;Melilla;extranjera;1998;;
19 Melilla;Melilla;extranjera;1997;;
19 Melilla;Melilla;extranjera;1996;;
19 Melilla;Melilla;extranjera;1995;;
19 Melilla;Melilla;extranjera;1994;;
19 Melilla;Melilla;extranjera;1993;;
19 Melilla;Melilla;extranjera;1992;;
19 Melilla;Melilla;extranjera;1991;;
19 Melilla;Melilla;extranjera;1990;;
19 Melilla;Melilla;extranjera;1989;;
19 Melilla;Melilla;extranjera;1988;;
19 Melilla;Melilla;extranjera;1987;;
19 Melilla;Melilla;extranjera;1986;;
19 Melilla;Melilla;extranjera;1985;;
19 Melilla;Melilla;extranjera;1984;;
19 Melilla;Melilla;extranjera;1983;;
19 Melilla;Melilla;extranjera;1982;;
19 Melilla;Melilla;extranjera;1981;;
19 Melilla;Melilla;extranjera;1980;;
19 Melilla;Melilla;extranjera;1979;;
19 Melilla;Melilla;extranjera;1978;;
19 Melilla;Melilla;extranjera;1977;;
19 Melilla;Melilla;extranjera;1976;;
19 Melilla;Melilla;extranjera;1975;;
