ccaa;ccaa_2;nacionalidad;anio;edad_media_primer_hijo;ind_fecundidad
12 Galicia;Galicia;ambas;2014;31.4;1.07
12 Galicia;Galicia;ambas;2013;31.23;1.04
12 Galicia;Galicia;ambas;2012;31.06;1.08
12 Galicia;Galicia;ambas;2011;30.99;1.08
12 Galicia;Galicia;ambas;2010;30.68;1.09
12 Galicia;Galicia;ambas;2009;30.46;1.1
12 Galicia;Galicia;ambas;2008;30.23;1.13
12 Galicia;Galicia;ambas;2007;30.2;1.06
12 Galicia;Galicia;ambas;2006;30.1;1.04
12 Galicia;Galicia;ambas;2005;29.92;1.02
12 Galicia;Galicia;ambas;2004;29.82;1
12 Galicia;Galicia;ambas;2003;29.53;1
12 Galicia;Galicia;ambas;2002;29.46;0.95
12 Galicia;Galicia;ambas;2001;29.16;0.95
12 Galicia;Galicia;ambas;2000;29.04;0.96
12 Galicia;Galicia;ambas;1999;28.66;0.93
12 Galicia;Galicia;ambas;1998;28.46;0.92
12 Galicia;Galicia;ambas;1997;28.11;0.93
12 Galicia;Galicia;ambas;1996;27.74;0.93
12 Galicia;Galicia;ambas;1995;27.75;0.94
12 Galicia;Galicia;ambas;1994;27.47;1
12 Galicia;Galicia;ambas;1993;26.99;1.08
12 Galicia;Galicia;ambas;1992;26.68;1.11
12 Galicia;Galicia;ambas;1991;26.35;1.14
12 Galicia;Galicia;ambas;1990;26.04;1.17
12 Galicia;Galicia;ambas;1989;25.7;1.22
12 Galicia;Galicia;ambas;1988;25.39;1.27
12 Galicia;Galicia;ambas;1987;25.38;1.34
12 Galicia;Galicia;ambas;1986;25.02;1.36
12 Galicia;Galicia;ambas;1985;24.78;1.48
12 Galicia;Galicia;ambas;1984;24.84;1.59
12 Galicia;Galicia;ambas;1983;24.82;1.67
12 Galicia;Galicia;ambas;1982;24.68;1.79
12 Galicia;Galicia;ambas;1981;24.57;1.91
12 Galicia;Galicia;ambas;1980;24.33;2.06
12 Galicia;Galicia;ambas;1979;24.02;2.17
12 Galicia;Galicia;ambas;1978;24.12;2.32
12 Galicia;Galicia;ambas;1977;24.17;2.32
12 Galicia;Galicia;ambas;1976;24.29;2.38
12 Galicia;Galicia;ambas;1975;24.61;2.33
12 Galicia;Galicia;espanola;2020;32.22;0.99
12 Galicia;Galicia;espanola;2019;32.3;0.99
12 Galicia;Galicia;espanola;2018;32.04;1.02
12 Galicia;Galicia;espanola;2017;32.05;1.1
12 Galicia;Galicia;espanola;2016;31.81;1.11
12 Galicia;Galicia;espanola;2015;31.83;1.09
12 Galicia;Galicia;espanola;2014;31.67;1.05
12 Galicia;Galicia;espanola;2013;31.53;1.03
12 Galicia;Galicia;espanola;2012;31.38;1.07
12 Galicia;Galicia;espanola;2011;31.27;1.07
12 Galicia;Galicia;espanola;2010;30.99;1.07
12 Galicia;Galicia;espanola;2009;30.77;1.08
12 Galicia;Galicia;espanola;2008;30.57;1.1
12 Galicia;Galicia;espanola;2007;30.48;1.04
12 Galicia;Galicia;espanola;2006;30.3;1.02
12 Galicia;Galicia;espanola;2005;30.12;1.01
12 Galicia;Galicia;espanola;2004;29.99;0.99
12 Galicia;Galicia;espanola;2003;29.67;0.98
12 Galicia;Galicia;espanola;2002;29.57;0.94
12 Galicia;Galicia;espanola;2001;;
12 Galicia;Galicia;espanola;2000;;
12 Galicia;Galicia;espanola;1999;;
12 Galicia;Galicia;espanola;1998;;
12 Galicia;Galicia;espanola;1997;;
12 Galicia;Galicia;espanola;1996;;
12 Galicia;Galicia;espanola;1995;;
12 Galicia;Galicia;espanola;1994;;
12 Galicia;Galicia;espanola;1993;;
12 Galicia;Galicia;espanola;1992;;
12 Galicia;Galicia;espanola;1991;;
12 Galicia;Galicia;espanola;1990;;
12 Galicia;Galicia;espanola;1989;;
12 Galicia;Galicia;espanola;1988;;
12 Galicia;Galicia;espanola;1987;;
12 Galicia;Galicia;espanola;1986;;
12 Galicia;Galicia;espanola;1985;;
12 Galicia;Galicia;espanola;1984;;
12 Galicia;Galicia;espanola;1983;;
12 Galicia;Galicia;espanola;1982;;
12 Galicia;Galicia;espanola;1981;;
12 Galicia;Galicia;espanola;1980;;
12 Galicia;Galicia;espanola;1979;;
12 Galicia;Galicia;espanola;1978;;
12 Galicia;Galicia;espanola;1977;;
12 Galicia;Galicia;espanola;1976;;
12 Galicia;Galicia;espanola;1975;;
12 Galicia;Galicia;extranjera;2020;27.91;1.28
12 Galicia;Galicia;extranjera;2019;27.64;1.4
12 Galicia;Galicia;extranjera;2018;27.29;1.41
12 Galicia;Galicia;extranjera;2017;27.09;1.45
12 Galicia;Galicia;extranjera;2016;27.26;1.38
12 Galicia;Galicia;extranjera;2015;26.58;1.3
12 Galicia;Galicia;extranjera;2014;26.98;1.35
12 Galicia;Galicia;extranjera;2013;26.81;1.28
12 Galicia;Galicia;extranjera;2012;26.46;1.34
12 Galicia;Galicia;extranjera;2011;26.88;1.27
12 Galicia;Galicia;extranjera;2010;26.65;1.45
12 Galicia;Galicia;extranjera;2009;26.35;1.47
12 Galicia;Galicia;extranjera;2008;25.97;1.53
12 Galicia;Galicia;extranjera;2007;25.97;1.4
12 Galicia;Galicia;extranjera;2006;26.8;1.32
12 Galicia;Galicia;extranjera;2005;26.46;1.41
12 Galicia;Galicia;extranjera;2004;26.39;1.46
12 Galicia;Galicia;extranjera;2003;26.11;1.49
12 Galicia;Galicia;extranjera;2002;26.44;1.42
12 Galicia;Galicia;extranjera;2001;;
12 Galicia;Galicia;extranjera;2000;;
12 Galicia;Galicia;extranjera;1999;;
12 Galicia;Galicia;extranjera;1998;;
12 Galicia;Galicia;extranjera;1997;;
12 Galicia;Galicia;extranjera;1996;;
12 Galicia;Galicia;extranjera;1995;;
12 Galicia;Galicia;extranjera;1994;;
12 Galicia;Galicia;extranjera;1993;;
12 Galicia;Galicia;extranjera;1992;;
12 Galicia;Galicia;extranjera;1991;;
12 Galicia;Galicia;extranjera;1990;;
12 Galicia;Galicia;extranjera;1989;;
12 Galicia;Galicia;extranjera;1988;;
12 Galicia;Galicia;extranjera;1987;;
12 Galicia;Galicia;extranjera;1986;;
12 Galicia;Galicia;extranjera;1985;;
12 Galicia;Galicia;extranjera;1984;;
12 Galicia;Galicia;extranjera;1983;;
12 Galicia;Galicia;extranjera;1982;;
12 Galicia;Galicia;extranjera;1981;;
12 Galicia;Galicia;extranjera;1980;;
12 Galicia;Galicia;extranjera;1979;;
12 Galicia;Galicia;extranjera;1978;;
12 Galicia;Galicia;extranjera;1977;;
12 Galicia;Galicia;extranjera;1976;;
12 Galicia;Galicia;extranjera;1975;;
13 Madrid, Comunidad de;Madrid, Comunidad de;ambas;2020;32.06;1.15
13 Madrid, Comunidad de;Madrid, Comunidad de;ambas;2019;31.9;1.23
13 Madrid, Comunidad de;Madrid, Comunidad de;ambas;2018;31.72;1.27
13 Madrid, Comunidad de;Madrid, Comunidad de;ambas;2017;31.59;1.33
13 Madrid, Comunidad de;Madrid, Comunidad de;ambas;2016;31.43;1.36
13 Madrid, Comunidad de;Madrid, Comunidad de;ambas;2015;31.35;1.37
13 Madrid, Comunidad de;Madrid, Comunidad de;ambas;2014;31.17;1.35
13 Madrid, Comunidad de;Madrid, Comunidad de;ambas;2013;30.96;1.3
13 Madrid, Comunidad de;Madrid, Comunidad de;ambas;2012;30.71;1.33
13 Madrid, Comunidad de;Madrid, Comunidad de;ambas;2011;30.6;1.35
13 Madrid, Comunidad de;Madrid, Comunidad de;ambas;2010;30.41;1.37
13 Madrid, Comunidad de;Madrid, Comunidad de;ambas;2009;30.06;1.4
13 Madrid, Comunidad de;Madrid, Comunidad de;ambas;2008;29.67;1.45
13 Madrid, Comunidad de;Madrid, Comunidad de;ambas;2007;29.74;1.4
13 Madrid, Comunidad de;Madrid, Comunidad de;ambas;2006;29.68;1.36
13 Madrid, Comunidad de;Madrid, Comunidad de;ambas;2005;29.86;1.32
13 Madrid, Comunidad de;Madrid, Comunidad de;ambas;2004;29.85;1.34
13 Madrid, Comunidad de;Madrid, Comunidad de;ambas;2003;29.81;1.32
13 Madrid, Comunidad de;Madrid, Comunidad de;ambas;2002;29.81;1.28
13 Madrid, Comunidad de;Madrid, Comunidad de;ambas;2001;29.93;1.26
13 Madrid, Comunidad de;Madrid, Comunidad de;ambas;2000;30.02;1.21
13 Madrid, Comunidad de;Madrid, Comunidad de;ambas;1999;30.09;1.12
13 Madrid, Comunidad de;Madrid, Comunidad de;ambas;1998;30;1.07
13 Madrid, Comunidad de;Madrid, Comunidad de;ambas;1997;29.78;1.09
13 Madrid, Comunidad de;Madrid, Comunidad de;ambas;1996;29.62;1.08
13 Madrid, Comunidad de;Madrid, Comunidad de;ambas;1995;29.4;1.09
13 Madrid, Comunidad de;Madrid, Comunidad de;ambas;1994;29.04;1.13
13 Madrid, Comunidad de;Madrid, Comunidad de;ambas;1993;28.65;1.2
13 Madrid, Comunidad de;Madrid, Comunidad de;ambas;1992;28.3;1.25
13 Madrid, Comunidad de;Madrid, Comunidad de;ambas;1991;27.87;1.24
13 Madrid, Comunidad de;Madrid, Comunidad de;ambas;1990;27.58;1.27
13 Madrid, Comunidad de;Madrid, Comunidad de;ambas;1989;27.24;1.31
13 Madrid, Comunidad de;Madrid, Comunidad de;ambas;1988;26.9;1.34
13 Madrid, Comunidad de;Madrid, Comunidad de;ambas;1987;26.75;1.41
13 Madrid, Comunidad de;Madrid, Comunidad de;ambas;1986;26.54;1.46
13 Madrid, Comunidad de;Madrid, Comunidad de;ambas;1985;26.5;1.54
13 Madrid, Comunidad de;Madrid, Comunidad de;ambas;1984;26.34;1.63
13 Madrid, Comunidad de;Madrid, Comunidad de;ambas;1983;26.14;1.68
13 Madrid, Comunidad de;Madrid, Comunidad de;ambas;1982;26.04;1.83
13 Madrid, Comunidad de;Madrid, Comunidad de;ambas;1981;25.9;1.95
13 Madrid, Comunidad de;Madrid, Comunidad de;ambas;1980;25.72;2.1
13 Madrid, Comunidad de;Madrid, Comunidad de;ambas;1979;25.45;2.34
13 Madrid, Comunidad de;Madrid, Comunidad de;ambas;1978;25.48;2.55
13 Madrid, Comunidad de;Madrid, Comunidad de;ambas;1977;25.37;2.73
13 Madrid, Comunidad de;Madrid, Comunidad de;ambas;1976;25.36;2.93
13 Madrid, Comunidad de;Madrid, Comunidad de;ambas;1975;25.67;2.91
13 Madrid, Comunidad de;Madrid, Comunidad de;espanola;2020;32.83;1.12
13 Madrid, Comunidad de;Madrid, Comunidad de;espanola;2019;32.67;1.17
13 Madrid, Comunidad de;Madrid, Comunidad de;espanola;2018;32.48;1.2
13 Madrid, Comunidad de;Madrid, Comunidad de;espanola;2017;32.35;1.26
13 Madrid, Comunidad de;Madrid, Comunidad de;espanola;2016;32.15;1.3
13 Madrid, Comunidad de;Madrid, Comunidad de;espanola;2015;32.05;1.32
13 Madrid, Comunidad de;Madrid, Comunidad de;espanola;2014;31.95;1.29
13 Madrid, Comunidad de;Madrid, Comunidad de;espanola;2013;31.81;1.25
13 Madrid, Comunidad de;Madrid, Comunidad de;espanola;2012;31.68;1.29
13 Madrid, Comunidad de;Madrid, Comunidad de;espanola;2011;31.6;1.32
13 Madrid, Comunidad de;Madrid, Comunidad de;espanola;2010;31.5;1.31
13 Madrid, Comunidad de;Madrid, Comunidad de;espanola;2009;31.25;1.34
13 Madrid, Comunidad de;Madrid, Comunidad de;espanola;2008;31.05;1.35
13 Madrid, Comunidad de;Madrid, Comunidad de;espanola;2007;31.03;1.31
13 Madrid, Comunidad de;Madrid, Comunidad de;espanola;2006;30.84;1.3
13 Madrid, Comunidad de;Madrid, Comunidad de;espanola;2005;30.87;1.27
13 Madrid, Comunidad de;Madrid, Comunidad de;espanola;2004;30.79;1.28
13 Madrid, Comunidad de;Madrid, Comunidad de;espanola;2003;30.7;1.27
13 Madrid, Comunidad de;Madrid, Comunidad de;espanola;2002;30.61;1.21
13 Madrid, Comunidad de;Madrid, Comunidad de;espanola;2001;;
13 Madrid, Comunidad de;Madrid, Comunidad de;espanola;2000;;
13 Madrid, Comunidad de;Madrid, Comunidad de;espanola;1999;;
13 Madrid, Comunidad de;Madrid, Comunidad de;espanola;1998;;
13 Madrid, Comunidad de;Madrid, Comunidad de;espanola;1997;;
13 Madrid, Comunidad de;Madrid, Comunidad de;espanola;1996;;
13 Madrid, Comunidad de;Madrid, Comunidad de;espanola;1995;;
13 Madrid, Comunidad de;Madrid, Comunidad de;espanola;1994;;
13 Madrid, Comunidad de;Madrid, Comunidad de;espanola;1993;;
13 Madrid, Comunidad de;Madrid, Comunidad de;espanola;1992;;
13 Madrid, Comunidad de;Madrid, Comunidad de;espanola;1991;;
13 Madrid, Comunidad de;Madrid, Comunidad de;espanola;1990;;
13 Madrid, Comunidad de;Madrid, Comunidad de;espanola;1989;;
13 Madrid, Comunidad de;Madrid, Comunidad de;espanola;1988;;
13 Madrid, Comunidad de;Madrid, Comunidad de;espanola;1987;;
13 Madrid, Comunidad de;Madrid, Comunidad de;espanola;1986;;
13 Madrid, Comunidad de;Madrid, Comunidad de;espanola;1985;;
13 Madrid, Comunidad de;Madrid, Comunidad de;espanola;1984;;
13 Madrid, Comunidad de;Madrid, Comunidad de;espanola;1983;;
13 Madrid, Comunidad de;Madrid, Comunidad de;espanola;1982;;
13 Madrid, Comunidad de;Madrid, Comunidad de;espanola;1981;;
13 Madrid, Comunidad de;Madrid, Comunidad de;espanola;1980;;
13 Madrid, Comunidad de;Madrid, Comunidad de;espanola;1979;;
13 Madrid, Comunidad de;Madrid, Comunidad de;espanola;1978;;
13 Madrid, Comunidad de;Madrid, Comunidad de;espanola;1977;;
13 Madrid, Comunidad de;Madrid, Comunidad de;espanola;1976;;
13 Madrid, Comunidad de;Madrid, Comunidad de;espanola;1975;;
13 Madrid, Comunidad de;Madrid, Comunidad de;extranjera;2020;29.37;1.25
13 Madrid, Comunidad de;Madrid, Comunidad de;extranjera;2019;29.01;1.45
13 Madrid, Comunidad de;Madrid, Comunidad de;extranjera;2018;28.71;1.54
13 Madrid, Comunidad de;Madrid, Comunidad de;extranjera;2017;28.33;1.63
13 Madrid, Comunidad de;Madrid, Comunidad de;extranjera;2016;28.33;1.63
13 Madrid, Comunidad de;Madrid, Comunidad de;extranjera;2015;28.37;1.6
13 Madrid, Comunidad de;Madrid, Comunidad de;extranjera;2014;28.12;1.57
13 Madrid, Comunidad de;Madrid, Comunidad de;extranjera;2013;27.88;1.44
13 Madrid, Comunidad de;Madrid, Comunidad de;extranjera;2012;27.52;1.43
13 Madrid, Comunidad de;Madrid, Comunidad de;extranjera;2011;27.41;1.41
13 Madrid, Comunidad de;Madrid, Comunidad de;extranjera;2010;27.35;1.47
13 Madrid, Comunidad de;Madrid, Comunidad de;extranjera;2009;26.89;1.51
13 Madrid, Comunidad de;Madrid, Comunidad de;extranjera;2008;26.42;1.67
13 Madrid, Comunidad de;Madrid, Comunidad de;extranjera;2007;26.49;1.61
13 Madrid, Comunidad de;Madrid, Comunidad de;extranjera;2006;26.08;1.55
13 Madrid, Comunidad de;Madrid, Comunidad de;extranjera;2005;26.22;1.48
13 Madrid, Comunidad de;Madrid, Comunidad de;extranjera;2004;26.25;1.57
13 Madrid, Comunidad de;Madrid, Comunidad de;extranjera;2003;26.1;1.59
13 Madrid, Comunidad de;Madrid, Comunidad de;extranjera;2002;25.95;1.72
13 Madrid, Comunidad de;Madrid, Comunidad de;extranjera;2001;;
13 Madrid, Comunidad de;Madrid, Comunidad de;extranjera;2000;;
13 Madrid, Comunidad de;Madrid, Comunidad de;extranjera;1999;;
13 Madrid, Comunidad de;Madrid, Comunidad de;extranjera;1998;;
13 Madrid, Comunidad de;Madrid, Comunidad de;extranjera;1997;;
13 Madrid, Comunidad de;Madrid, Comunidad de;extranjera;1996;;
13 Madrid, Comunidad de;Madrid, Comunidad de;extranjera;1995;;
13 Madrid, Comunidad de;Madrid, Comunidad de;extranjera;1994;;
13 Madrid, Comunidad de;Madrid, Comunidad de;extranjera;1993;;
13 Madrid, Comunidad de;Madrid, Comunidad de;extranjera;1992;;
13 Madrid, Comunidad de;Madrid, Comunidad de;extranjera;1991;;
13 Madrid, Comunidad de;Madrid, Comunidad de;extranjera;1990;;
13 Madrid, Comunidad de;Madrid, Comunidad de;extranjera;1989;;
13 Madrid, Comunidad de;Madrid, Comunidad de;extranjera;1988;;
13 Madrid, Comunidad de;Madrid, Comunidad de;extranjera;1987;;
13 Madrid, Comunidad de;Madrid, Comunidad de;extranjera;1986;;
13 Madrid, Comunidad de;Madrid, Comunidad de;extranjera;1985;;
13 Madrid, Comunidad de;Madrid, Comunidad de;extranjera;1984;;
13 Madrid, Comunidad de;Madrid, Comunidad de;extranjera;1983;;
13 Madrid, Comunidad de;Madrid, Comunidad de;extranjera;1982;;
13 Madrid, Comunidad de;Madrid, Comunidad de;extranjera;1981;;
13 Madrid, Comunidad de;Madrid, Comunidad de;extranjera;1980;;
13 Madrid, Comunidad de;Madrid, Comunidad de;extranjera;1979;;
13 Madrid, Comunidad de;Madrid, Comunidad de;extranjera;1978;;
13 Madrid, Comunidad de;Madrid, Comunidad de;extranjera;1977;;
13 Madrid, Comunidad de;Madrid, Comunidad de;extranjera;1976;;
13 Madrid, Comunidad de;Madrid, Comunidad de;extranjera;1975;;
14 Murcia, Region de;Murcia, Region de;ambas;2020;30.23;1.45
14 Murcia, Region de;Murcia, Region de;ambas;2019;29.98;1.5
14 Murcia, Region de;Murcia, Region de;ambas;2018;29.8;1.54
14 Murcia, Region de;Murcia, Region de;ambas;2017;29.64;1.55
14 Murcia, Region de;Murcia, Region de;ambas;2016;29.6;1.56
14 Murcia, Region de;Murcia, Region de;ambas;2015;29.57;1.57
14 Murcia, Region de;Murcia, Region de;ambas;2014;29.38;1.56
14 Murcia, Region de;Murcia, Region de;ambas;2013;29.42;1.51
14 Murcia, Region de;Murcia, Region de;ambas;2012;29.13;1.53
14 Murcia, Region de;Murcia, Region de;ambas;2011;28.95;1.56
14 Murcia, Region de;Murcia, Region de;ambas;2010;28.89;1.59
14 Murcia, Region de;Murcia, Region de;ambas;2009;28.61;1.62
14 Murcia, Region de;Murcia, Region de;ambas;2008;28.26;1.69
14 Murcia, Region de;Murcia, Region de;ambas;2007;28.18;1.64
14 Murcia, Region de;Murcia, Region de;ambas;2006;28.24;1.63
14 Murcia, Region de;Murcia, Region de;ambas;2005;28.15;1.58
14 Murcia, Region de;Murcia, Region de;ambas;2004;28.15;1.56
14 Murcia, Region de;Murcia, Region de;ambas;2003;27.99;1.57
14 Murcia, Region de;Murcia, Region de;ambas;2002;28.06;1.51
14 Murcia, Region de;Murcia, Region de;ambas;2001;27.8;1.5
14 Murcia, Region de;Murcia, Region de;ambas;2000;27.99;1.44
14 Murcia, Region de;Murcia, Region de;ambas;1999;27.87;1.35
14 Murcia, Region de;Murcia, Region de;ambas;1998;27.79;1.34
14 Murcia, Region de;Murcia, Region de;ambas;1997;27.6;1.38
14 Murcia, Region de;Murcia, Region de;ambas;1996;27.47;1.37
14 Murcia, Region de;Murcia, Region de;ambas;1995;27.6;1.39
14 Murcia, Region de;Murcia, Region de;ambas;1994;27.13;1.42
14 Murcia, Region de;Murcia, Region de;ambas;1993;27.21;1.55
14 Murcia, Region de;Murcia, Region de;ambas;1992;26.89;1.63
14 Murcia, Region de;Murcia, Region de;ambas;1991;26.38;1.68
14 Murcia, Region de;Murcia, Region de;ambas;1990;25.95;1.73
14 Murcia, Region de;Murcia, Region de;ambas;1989;25.78;1.78
14 Murcia, Region de;Murcia, Region de;ambas;1988;25.45;1.81
14 Murcia, Region de;Murcia, Region de;ambas;1987;25.5;1.86
14 Murcia, Region de;Murcia, Region de;ambas;1986;25.03;1.9
14 Murcia, Region de;Murcia, Region de;ambas;1985;25.28;2.03
14 Murcia, Region de;Murcia, Region de;ambas;1984;25.2;2.13
14 Murcia, Region de;Murcia, Region de;ambas;1983;24.8;2.26
14 Murcia, Region de;Murcia, Region de;ambas;1982;24.66;2.51
14 Murcia, Region de;Murcia, Region de;ambas;1981;24.4;2.6
14 Murcia, Region de;Murcia, Region de;ambas;1980;24.2;2.89
14 Murcia, Region de;Murcia, Region de;ambas;1979;23.88;3.04
14 Murcia, Region de;Murcia, Region de;ambas;1978;23.94;3.13
14 Murcia, Region de;Murcia, Region de;ambas;1977;23.99;3.22
14 Murcia, Region de;Murcia, Region de;ambas;1976;24.11;3.36
14 Murcia, Region de;Murcia, Region de;ambas;1975;24.28;3.21
14 Murcia, Region de;Murcia, Region de;espanola;2020;30.86;1.32
14 Murcia, Region de;Murcia, Region de;espanola;2019;30.75;1.36
14 Murcia, Region de;Murcia, Region de;espanola;2018;30.59;1.4
14 Murcia, Region de;Murcia, Region de;espanola;2017;30.36;1.43
14 Murcia, Region de;Murcia, Region de;espanola;2016;30.35;1.45
14 Murcia, Region de;Murcia, Region de;espanola;2015;30.21;1.48
14 Murcia, Region de;Murcia, Region de;espanola;2014;30.1;1.48
14 Murcia, Region de;Murcia, Region de;espanola;2013;30.08;1.43
14 Murcia, Region de;Murcia, Region de;espanola;2012;30;1.44
14 Murcia, Region de;Murcia, Region de;espanola;2011;29.81;1.47
14 Murcia, Region de;Murcia, Region de;espanola;2010;29.77;1.49
14 Murcia, Region de;Murcia, Region de;espanola;2009;29.6;1.51
14 Murcia, Region de;Murcia, Region de;espanola;2008;29.27;1.56
14 Murcia, Region de;Murcia, Region de;espanola;2007;29.14;1.52
14 Murcia, Region de;Murcia, Region de;espanola;2006;29.15;1.53
14 Murcia, Region de;Murcia, Region de;espanola;2005;28.98;1.49
14 Murcia, Region de;Murcia, Region de;espanola;2004;28.89;1.46
14 Murcia, Region de;Murcia, Region de;espanola;2003;28.61;1.47
14 Murcia, Region de;Murcia, Region de;espanola;2002;28.66;1.42
14 Murcia, Region de;Murcia, Region de;espanola;2001;;
14 Murcia, Region de;Murcia, Region de;espanola;2000;;
14 Murcia, Region de;Murcia, Region de;espanola;1999;;
14 Murcia, Region de;Murcia, Region de;espanola;1998;;
14 Murcia, Region de;Murcia, Region de;espanola;1997;;
14 Murcia, Region de;Murcia, Region de;espanola;1996;;
14 Murcia, Region de;Murcia, Region de;espanola;1995;;
14 Murcia, Region de;Murcia, Region de;espanola;1994;;
14 Murcia, Region de;Murcia, Region de;espanola;1993;;
14 Murcia, Region de;Murcia, Region de;espanola;1992;;
14 Murcia, Region de;Murcia, Region de;espanola;1991;;
14 Murcia, Region de;Murcia, Region de;espanola;1990;;
14 Murcia, Region de;Murcia, Region de;espanola;1989;;
14 Murcia, Region de;Murcia, Region de;espanola;1988;;
14 Murcia, Region de;Murcia, Region de;espanola;1987;;
14 Murcia, Region de;Murcia, Region de;espanola;1986;;
14 Murcia, Region de;Murcia, Region de;espanola;1985;;
14 Murcia, Region de;Murcia, Region de;espanola;1984;;
14 Murcia, Region de;Murcia, Region de;espanola;1983;;
14 Murcia, Region de;Murcia, Region de;espanola;1982;;
14 Murcia, Region de;Murcia, Region de;espanola;1981;;
14 Murcia, Region de;Murcia, Region de;espanola;1980;;
14 Murcia, Region de;Murcia, Region de;espanola;1979;;
14 Murcia, Region de;Murcia, Region de;espanola;1978;;
14 Murcia, Region de;Murcia, Region de;espanola;1977;;
14 Murcia, Region de;Murcia, Region de;espanola;1976;;
14 Murcia, Region de;Murcia, Region de;espanola;1975;;
14 Murcia, Region de;Murcia, Region de;extranjera;2020;27.81;2.01
14 Murcia, Region de;Murcia, Region de;extranjera;2019;26.59;2.14
14 Murcia, Region de;Murcia, Region de;extranjera;2018;26.26;2.23
14 Murcia, Region de;Murcia, Region de;extranjera;2017;26.16;2.21
14 Murcia, Region de;Murcia, Region de;extranjera;2016;26.11;2.2
14 Murcia, Region de;Murcia, Region de;extranjera;2015;26.35;2.08
14 Murcia, Region de;Murcia, Region de;extranjera;2014;26.05;2.01
14 Murcia, Region de;Murcia, Region de;extranjera;2013;26.36;1.89
14 Murcia, Region de;Murcia, Region de;extranjera;2012;25.35;1.96
14 Murcia, Region de;Murcia, Region de;extranjera;2011;25.07;1.99
14 Murcia, Region de;Murcia, Region de;extranjera;2010;25.32;2.02
14 Murcia, Region de;Murcia, Region de;extranjera;2009;24.66;2.08
14 Murcia, Region de;Murcia, Region de;extranjera;2008;24.63;2.23
14 Murcia, Region de;Murcia, Region de;extranjera;2007;24.53;2.16
14 Murcia, Region de;Murcia, Region de;extranjera;2006;24.32;2.12
14 Murcia, Region de;Murcia, Region de;extranjera;2005;24.36;2.13
14 Murcia, Region de;Murcia, Region de;extranjera;2004;24.66;2.22
14 Murcia, Region de;Murcia, Region de;extranjera;2003;24.89;2.33
14 Murcia, Region de;Murcia, Region de;extranjera;2002;24.55;2.47
14 Murcia, Region de;Murcia, Region de;extranjera;2001;;
14 Murcia, Region de;Murcia, Region de;extranjera;2000;;
14 Murcia, Region de;Murcia, Region de;extranjera;1999;;
14 Murcia, Region de;Murcia, Region de;extranjera;1998;;
14 Murcia, Region de;Murcia, Region de;extranjera;1997;;
14 Murcia, Region de;Murcia, Region de;extranjera;1996;;
14 Murcia, Region de;Murcia, Region de;extranjera;1995;;
14 Murcia, Region de;Murcia, Region de;extranjera;1994;;
14 Murcia, Region de;Murcia, Region de;extranjera;1993;;
14 Murcia, Region de;Murcia, Region de;extranjera;1992;;
14 Murcia, Region de;Murcia, Region de;extranjera;1991;;
14 Murcia, Region de;Murcia, Region de;extranjera;1990;;
14 Murcia, Region de;Murcia, Region de;extranjera;1989;;
14 Murcia, Region de;Murcia, Region de;extranjera;1988;;
14 Murcia, Region de;Murcia, Region de;extranjera;1987;;
14 Murcia, Region de;Murcia, Region de;extranjera;1986;;
14 Murcia, Region de;Murcia, Region de;extranjera;1985;;
14 Murcia, Region de;Murcia, Region de;extranjera;1984;;
14 Murcia, Region de;Murcia, Region de;extranjera;1983;;
14 Murcia, Region de;Murcia, Region de;extranjera;1982;;
14 Murcia, Region de;Murcia, Region de;extranjera;1981;;
14 Murcia, Region de;Murcia, Region de;extranjera;1980;;
14 Murcia, Region de;Murcia, Region de;extranjera;1979;;
14 Murcia, Region de;Murcia, Region de;extranjera;1978;;
14 Murcia, Region de;Murcia, Region de;extranjera;1977;;
14 Murcia, Region de;Murcia, Region de;extranjera;1976;;
14 Murcia, Region de;Murcia, Region de;extranjera;1975;;
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;ambas;2020;31.41;1.33
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;ambas;2019;31.32;1.4
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;ambas;2018;31.17;1.39
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;ambas;2017;31.26;1.46
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;ambas;2016;31.18;1.46
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;ambas;2015;31.2;1.45
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;ambas;2014;31.18;1.44
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;ambas;2013;31.08;1.36
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;ambas;2012;30.97;1.46
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;ambas;2011;30.95;1.43
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;ambas;2010;30.37;1.44
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;ambas;2009;30.2;1.44
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;ambas;2008;29.88;1.49
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;ambas;2007;29.95;1.41
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;ambas;2006;29.92;1.42
